1e-06,1,0.54883,13.399,0.7,1.32,0.39606,-0.50825,0.67242,1.2407,-5.8193e-07,2.2846
1.0281e-06,1,0.54926,13.428,0.69,1.31,0.40132,-0.45376,0.67277,1.2573,-5.6604e-07,2.2977
1.0569e-06,1,0.54968,13.457,0.69,1.3,0.40665,-0.40271,0.6731,1.2741,-5.5058e-07,2.3111
1.0866e-06,1,0.55012,13.486,0.68,1.28,0.41204,-0.355,0.6734,1.2911,-5.3554e-07,2.3243
1.1171e-06,1,0.55054,13.516,0.68,1.27,0.4175,-0.3105,0.67368,1.3083,-5.2092e-07,2.3373
1.1485e-06,1,0.55097,13.546,0.67,1.26,0.42303,-0.26911,0.67394,1.3258,-5.067e-07,2.3508
1.1807e-06,1,0.55141,13.576,0.67,1.25,0.42864,-0.23071,0.67418,1.3435,-4.9286e-07,2.364
1.2139e-06,1,0.55184,13.606,0.66,1.24,0.43431,-0.19518,0.6744,1.3614,-4.794e-07,2.377
1.2479e-06,1,0.55228,13.637,0.66,1.23,0.44005,-0.1624,0.6746,1.3795,-4.6631e-07,2.3903
1.283e-06,1,0.55271,13.668,0.65,1.21,0.44587,-0.13227,0.67479,1.3979,-4.5358e-07,2.4036
1.319e-06,1,0.55315,13.7,0.65,1.2,0.45176,-0.10467,0.67495,1.4165,-4.4119e-07,2.4165
1.356e-06,1,0.5536,13.731,0.64,1.19,0.45773,-0.079484,0.6751,1.4353,-4.2914e-07,2.4298
1.3941e-06,1,0.55403,13.763,0.64,1.18,0.46377,-0.056603,0.67523,1.4544,-4.1743e-07,2.443
1.4332e-06,1,0.55449,13.795,0.64,1.17,0.46988,-0.035914,0.67535,1.4737,-4.0603e-07,2.4559
1.4735e-06,1,0.55493,13.828,0.63,1.16,0.47608,-0.01731,0.67546,1.4933,-3.9494e-07,2.4691
1.5148e-06,1,0.55537,13.86,0.63,1.14,0.48235,-0.0006824,0.67555,1.5131,-3.8416e-07,2.4823
1.5573e-06,1,0.55583,13.894,0.62,1.13,0.4887,0.014076,0.67563,1.5332,-3.7367e-07,2.4952
1.6011e-06,1,0.55627,13.927,0.62,1.12,0.49513,0.027069,0.67571,1.5535,-3.6346e-07,2.5082
1.646e-06,1,0.55673,13.961,0.61,1.11,0.50164,0.038399,0.67579,1.5741,-3.5354e-07,2.5214
1.6922e-06,1,0.55717,13.995,0.61,1.1,0.50823,0.048168,0.67589,1.5949,-3.4388e-07,2.5342
1.7397e-06,1,0.55763,14.029,0.61,1.08,0.51491,0.057596,0.67601,1.6161,-3.3449e-07,2.5472
1.7886e-06,1,0.55808,14.064,0.6,1.07,0.52167,0.068042,0.67613,1.6374,-3.2536e-07,2.5603
1.8388e-06,1,0.55853,14.099,0.6,1.06,0.52851,0.079489,0.67627,1.6591,-3.1647e-07,2.5731
1.8904e-06,1,0.559,14.134,0.59,1.05,0.53544,0.091967,0.67642,1.681,-3.0783e-07,2.586
1.9435e-06,1,0.55945,14.17,0.59,1.04,0.54245,0.10548,0.67659,1.7032,-2.9943e-07,2.599
1.998e-06,1,0.55991,14.206,0.58,1.03,0.54955,0.11998,0.67677,1.7257,-2.9125e-07,2.6118
2.0541e-06,1,0.56037,14.242,0.58,1.02,0.55675,0.13553,0.67696,1.7485,-2.833e-07,2.6245
2.1118e-06,1,0.56082,14.278,0.58,1.01,0.56403,0.15205,0.67717,1.7716,-2.7556e-07,2.6375
2.1711e-06,1,0.5613,14.315,0.57,1,0.5714,0.16956,0.6774,1.7949,-2.6804e-07,2.6502
2.232e-06,1,0.56175,14.353,0.57,0.99,0.57886,0.18805,0.67763,1.8186,-2.6072e-07,2.6628
2.2947e-06,1,0.56222,14.39,0.57,0.98,0.58641,0.20749,0.67789,1.8425,-2.536e-07,2.6758
2.3591e-06,1,0.56268,14.428,0.56,0.97,0.59406,0.22781,0.67815,1.8668,-2.4667e-07,2.6884
2.4253e-06,1,0.56314,14.466,0.56,0.96,0.6018,0.24914,0.67843,1.8913,-2.3994e-07,2.7009
2.4934e-06,1,0.56362,14.505,0.55,0.95,0.60964,0.27123,0.67873,1.9162,-2.3339e-07,2.7138
2.5634e-06,1,0.56408,14.544,0.55,0.94,0.61758,0.29434,0.67904,1.9413,-2.2701e-07,2.7264
2.6354e-06,1,0.56455,14.583,0.55,0.94,0.62561,0.31821,0.67936,1.9668,-2.2081e-07,2.7387
2.7094e-06,1,0.56502,14.623,0.54,0.93,0.63374,0.34288,0.6797,1.9926,-2.1478e-07,2.7515
2.7854e-06,1,0.56548,14.662,0.54,0.92,0.64197,0.36833,0.68005,2.0188,-2.0892e-07,2.764
2.8636e-06,1,0.56596,14.703,0.54,0.91,0.6503,0.39456,0.68042,2.0452,-2.0321e-07,2.7763
2.944e-06,1,0.56642,14.743,0.53,0.9,0.65874,0.42155,0.6808,2.072,-1.9766e-07,2.789
3.0266e-06,1,0.56689,14.784,0.53,0.89,0.66728,0.44927,0.68119,2.0992,-1.9227e-07,2.8014
3.1116e-06,1,0.56737,14.825,0.53,0.89,0.67592,0.47766,0.6816,2.1266,-1.8702e-07,2.8136
3.199e-06,1,0.56783,14.867,0.52,0.88,0.68467,0.50664,0.68202,2.1544,-1.8191e-07,2.8261
3.2888e-06,1,0.56832,14.909,0.52,0.87,0.69353,0.5362,0.68246,2.1826,-1.7694e-07,2.8385
3.3811e-06,1,0.56878,14.951,0.52,0.86,0.70249,0.56659,0.6829,2.2111,-1.7211e-07,2.8506
3.476e-06,1,0.56925,14.994,0.51,0.86,0.71156,0.59735,0.68337,2.2399,-1.6741e-07,2.863
3.5736e-06,1,0.56974,15.037,0.51,0.85,0.72074,0.62876,0.68384,2.2692,-1.6284e-07,2.8753
3.6739e-06,1,0.5702,15.081,0.51,0.84,0.73004,0.66067,0.68433,2.2987,-1.5839e-07,2.8873
3.7771e-06,1,0.57069,15.125,0.5,0.83,0.73945,0.69308,0.68483,2.3287,-1.5407e-07,2.8996
3.8831e-06,1,0.57115,15.169,0.5,0.83,0.74897,0.72588,0.68535,2.359,-1.4986e-07,2.9118
3.9921e-06,1,0.57163,15.213,0.5,0.82,0.75861,0.75934,0.68587,2.3897,-1.4577e-07,2.9237
4.1042e-06,1,0.57212,15.258,0.49,0.81,0.76836,0.79291,0.68641,2.4208,-1.4179e-07,2.9358
4.2194e-06,1,0.57258,15.303,0.49,0.81,0.77823,0.82715,0.68696,2.4522,-1.3792e-07,2.9479
4.3379e-06,1,0.57306,15.349,0.49,0.8,0.78822,0.86178,0.68753,2.4841,-1.3415e-07,2.9597
4.4596e-06,1,0.57353,15.395,0.48,0.79,0.79833,0.89657,0.68811,2.5163,-1.3049e-07,2.9717
4.5848e-06,1,0.574,15.441,0.48,0.79,0.80857,0.93153,0.6887,2.5489,-1.2692e-07,2.9837
4.7135e-06,1,0.5745,15.488,0.48,0.78,0.81892,0.96726,0.6893,2.5819,-1.2346e-07,2.9954
4.8459e-06,1,0.57496,15.535,0.48,0.77,0.8294,1.0032,0.68991,2.6154,-1.2009e-07,3.0072
4.9819e-06,1,0.57544,15.583,0.47,0.77,0.84001,1.0393,0.69054,2.6492,-1.1681e-07,3.0192
5.1218e-06,1,0.57592,15.631,0.47,0.76,0.85074,1.0756,0.69118,2.6835,-1.1362e-07,3.0308
5.2655e-06,1,0.57639,15.679,0.47,0.75,0.8616,1.1121,0.69183,2.7182,-1.1052e-07,3.0425
5.4134e-06,1,0.57688,15.728,0.46,0.75,0.87259,1.1488,0.6925,2.7533,-1.075e-07,3.0543
5.5653e-06,1,0.57734,15.777,0.46,0.74,0.88371,1.1856,0.69317,2.7888,-1.0456e-07,3.0658
5.7216e-06,1,0.57782,15.826,0.46,0.74,0.89496,1.2227,0.69386,2.8248,-1.0171e-07,3.0773
5.8822e-06,1,0.57831,15.876,0.46,0.73,0.90635,1.2599,0.69456,2.8612,-9.893e-08,3.0891
6.0473e-06,1,0.57877,15.926,0.45,0.73,0.91788,1.2973,0.69527,2.898,-9.6229e-08,3.1005
6.2171e-06,1,0.57926,15.977,0.45,0.72,0.92953,1.3349,0.69599,2.9353,-9.3601e-08,3.1118
6.3916e-06,1,0.57973,16.028,0.45,0.71,0.94133,1.3725,0.69672,2.9731,-9.1045e-08,3.1235
6.5711e-06,1,0.5802,16.08,0.45,0.71,0.95327,1.4103,0.69746,3.0113,-8.8559e-08,3.1348
6.7555e-06,1,0.5807,16.132,0.44,0.7,0.96535,1.4481,0.69821,3.0499,-8.6141e-08,3.1459
6.9452e-06,1,0.58115,16.184,0.44,0.7,0.97757,1.4859,0.69898,3.0891,-8.3788e-08,3.1575
7.1402e-06,1,0.58164,16.236,0.44,0.69,0.98993,1.5237,0.69977,3.1287,-8.15e-08,3.1687
7.3406e-06,1,0.58211,16.289,0.44,0.69,1.0024,1.5614,0.70056,3.1688,-7.9275e-08,3.1797
7.5467e-06,1,0.58258,16.343,0.43,0.68,1.0151,1.5989,0.70136,3.2093,-7.711e-08,3.1912
7.7585e-06,1,0.58307,16.397,0.43,0.68,1.0279,1.6367,0.70217,3.2504,-7.5005e-08,3.2023
7.9763e-06,1,0.58353,16.451,0.43,0.67,1.0409,1.6749,0.70299,3.2919,-7.2956e-08,3.2131
8.2003e-06,1,0.584,16.506,0.43,0.67,1.054,1.7128,0.70383,3.334,-7.0964e-08,3.2245
8.4305e-06,1,0.58449,16.561,0.42,0.66,1.0672,1.7505,0.70468,3.3765,-6.9026e-08,3.2355
8.6671e-06,1,0.58495,16.617,0.42,0.66,1.0806,1.7876,0.70553,3.4196,-6.7142e-08,3.2461
8.9105e-06,1,0.58543,16.673,0.42,0.65,1.0942,1.8253,0.7064,3.4632,-6.5308e-08,3.2574
9.1606e-06,1,0.5859,16.729,0.42,0.65,1.1079,1.8633,0.70729,3.5072,-6.3525e-08,3.2683
9.4178e-06,1,0.58636,16.786,0.41,0.64,1.1218,1.9007,0.70818,3.5519,-6.179e-08,3.2788
9.6822e-06,1,0.58686,16.843,0.41,0.64,1.1359,1.9373,0.70907,3.597,-6.0103e-08,3.29
9.954e-06,1,0.58731,16.901,0.41,0.63,1.1501,1.9748,0.70999,3.6427,-5.8462e-08,3.3008
1.0233e-05,1,0.58778,16.96,0.41,0.63,1.1644,2.0123,0.71092,3.6889,-5.6865e-08,3.3112
1.0521e-05,1,0.58826,17.018,0.4,0.63,1.179,2.0488,0.71184,3.7357,-5.5312e-08,3.3222
1.0816e-05,1,0.58872,17.077,0.4,0.62,1.1937,2.0853,0.7128,3.7831,-5.3802e-08,3.3329
1.112e-05,1,0.5892,17.137,0.4,0.62,1.2086,2.1226,0.71376,3.8309,-5.2333e-08,3.3432
1.1432e-05,1,0.58966,17.197,0.4,0.61,1.2236,2.1587,0.71472,3.8794,-5.0904e-08,3.354
1.1753e-05,1,0.59012,17.257,0.4,0.61,1.2388,2.1946,0.71572,3.9284,-4.9514e-08,3.3646
1.2083e-05,1,0.59061,17.318,0.39,0.6,1.2542,2.2314,0.7167,3.978,-4.8162e-08,3.3748
1.2422e-05,1,0.59106,17.379,0.39,0.6,1.2698,2.2667,0.7177,4.0282,-4.6847e-08,3.3854
1.2771e-05,1,0.59153,17.441,0.39,0.6,1.2855,2.3026,0.71873,4.079,-4.5567e-08,3.3959
